Card                            Price StdDev Average  High    Low   Change Raw N
----                            ----- ------ ------- ------- ------ ------ -----
Light of Sanction,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lightbringer,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Angel (AP),            0.54,  0.73,   0.96,   2.25,   0.49, -0.00,   8
Lightning Angel (TSB),           0.65,  0.28,   0.65,   1.00,   0.26, -0.04,  11
Lightning Axe,                   1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Lightning Blast (6th),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Blast (7th),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Blast (8th),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Blast (TE),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lightning Blow,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lightning Bolt (4th),            0.74,  0.39,   0.74,   1.25,   0.14, -0.00,  10
Lightning Bolt (A),             10.25,  2.25,  10.25,  12.50,   8.00,  0.00,   2
Lightning Bolt (B),             11.48,  3.21,  11.56,  18.15,   5.50,  0.07,  16
Lightning Bolt (LTD),            0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lightning Bolt (M10),            0.84,  3.30,   1.54,  12.95,   0.18, -0.02,  99
Lightning Bolt (MED),            0.83,  2.95,   2.14,   8.67,   0.44,  0.00,   6
Lightning Bolt (RV),             0.71,  0.46,   0.80,   2.00,   0.14, -0.02,  28
Lightning Bolt (U),              1.12,  0.63,   1.12,   1.75,   0.49,  0.00,   2
Lightning Cloud,                 0.37,  0.12,   0.37,   0.49,   0.25,  0.00,   2
Lightning Coils,                 0.19,  0.06,   0.19,   0.25,   0.12, -0.00,   2
Lightning Crafter,               0.43,  0.28,   0.43,   1.01,   0.14,  0.04,  16
Lightning Dart,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Dragon (PRE),          1.68,  0.00,   1.68,   1.68,   1.68,  0.00,   1
Lightning Dragon (UZ),           3.46,  2.46,   4.06,   9.99,   1.50,  0.09,  11
Lightning Elemental (10th),      0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Lightning Elemental (7th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Elemental (8th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Elemental (9th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Elemental (M10),       0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Lightning Elemental (TE),        0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lightning Greaves,               3.05,  1.16,   2.96,   4.93,   0.82,  0.12,  26
Lightning Helix,                 1.42,  1.63,   1.88,   8.08,   0.25,  0.04,  34
Lightning Hounds,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Reaver,                0.50,  0.29,   0.50,   1.06,   0.25,  0.00,  19
Lightning Reflexes,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Rift (ONS),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lightning Serpent,               1.04,  0.64,   1.04,   1.93,   0.25,  0.02,   7
Lightning Storm,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Surge,                 0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Lightning Talons,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightwielder Paladin,            0.29,  0.18,   0.29,   1.00,   0.04,  0.01,  33
Lignify,                         0.31,  0.00,   0.31,   0.31,   0.31,  0.00,   1
Liliana Vess (LRW),              4.00,  1.36,   4.20,   8.93,   1.95,  0.10,  40
Liliana Vess (M10),              3.58, 23.76,   5.50,   8.50,   0.99,  0.04, 154
Lilting Refrain,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lim-Dul the Necromancer,         0.36,  0.29,   0.36,   1.00,   0.16,  0.00,   6
Lim-Dul's Cohort,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lim-Dul's Hex,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lim-Dul's High Guard,            0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Lim-Dul's Paladin,               0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lim-Dul's Vault (AL),            0.65,  0.29,   0.65,   1.00,   0.12,  0.00,   8
Limestone Golem,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Limited Resources,               0.80,  0.54,   0.80,   1.75,   0.17,  0.00,   5
Lin Sivvi, Defiant Hero,         1.00,  0.93,   1.43,   2.45,   0.25, -0.03,   5
Linessa, Zephyr Mage,            0.38,  0.10,   0.38,   0.49,   0.25,  0.00,   3
Lingering Death,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lingering Mirage,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lingering Tormentor,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lion's Eye Diamond,             23.11,  4.33,  23.11,  31.93,   5.17,  0.13,  63
Lionheart Maverick,              0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Liquid Fire,                     0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Liquify,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lithatog,                        0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lithophage,                      0.22,  0.11,   0.22,   0.33,   0.07, -0.00,   3
Liu Bei, Lord of Shu,            6.00,  0.00,   6.00,   6.00,   6.00,  0.00,   1
Living Airship,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Living Armor (CH),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Armor (DK),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Artifact (4th),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Artifact (5th),           3.29,  3.00,   3.29,   6.29,   0.28, -0.00,   2
Living Artifact (A),             4.86,  0.00,   4.86,   4.86,   4.86,  0.00,   1
Living Artifact (B),            16.98,  0.00,  16.98,  16.98,  16.98,  0.00,   1
Living Artifact (RV),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Artifact (U),             0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Living Death (TE),               3.24,  1.97,   3.52,   7.93,   0.69,  0.08,  23
Living End,                      0.24,  0.09,   0.24,   0.35,   0.01,  0.01,   9
Living Hive,                     0.36,  0.18,   0.36,   0.50,   0.01, -0.00,   6
Living Inferno,                  0.41,  0.34,   0.41,   1.00,   0.15,  0.00,   4
Living Lands (4th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Lands (5th),              0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Living Lands (6th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Living Lands (B),                2.75,  0.00,   2.75,   2.75,   2.75,  0.00,   1
Living Lands (RV),               0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Living Lands (U),                1.50,  0.00,   1.50,   1.50,   1.50,  0.00,   1
Living Plane,                    7.38,  0.62,   7.38,   8.00,   6.75, -0.01,   2
Living Terrain (8th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Terrain (PR),             0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Living Tsunami,                  0.24,  0.05,   0.24,   0.31,   0.12,  0.00,   8
Living Wall (A),                 2.76,  0.00,   2.76,   2.76,   2.76, -1.62,   1
Living Wall (B),                 0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Living Wall (RV),                0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Living Wall (U),                 1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Living Wish,                     3.28,  1.89,   3.53,   6.93,   0.99, -0.00,  12
Livonya Silone,                  2.99,  2.00,   2.99,   4.99,   0.99, -0.00,   2
Llanowar Augur,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Behemoth (8th),         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Behemoth (9th),         0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Llanowar Behemoth (WL),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Cavalry,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Llanowar Dead,                   0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Llanowar Druid,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Elite,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Elves (10th),           0.93,  0.20,   0.93,   1.00,   0.32,  0.02,  10
Llanowar Elves (4th),            0.24,  0.11,   0.24,   0.49,   0.06, -0.00,   9
Llanowar Elves (5th),            0.16,  0.09,   0.16,   0.25,   0.06, -0.00,   2
Llanowar Elves (6th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Elves (7th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.05,   2
Llanowar Elves (9th),            0.97,  0.03,   0.97,   1.00,   0.93, -0.00,   2
Llanowar Elves (A),              3.84,  0.41,   3.84,   4.25,   3.43,  0.00,   2
Llanowar Elves (B),              4.12,  2.14,   4.39,   9.00,   1.38,  0.00,   8
Llanowar Elves (M10),            0.29,  0.11,   0.29,   0.50,   0.06, -0.00,  20
Llanowar Elves (RV),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   8
Llanowar Elves (U),              0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Llanowar Empath,                 0.09,  0.00,   0.09,   0.09,   0.09,  0.00,   1
Llanowar Knight,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Mentor,                 0.74,  0.40,   0.74,   1.14,   0.33, -0.00,   2
Llanowar Reborn,                 0.77,  0.27,   0.77,   0.99,   0.25, -0.00,   5
Llanowar Sentinel (10th),        0.12,  0.00,   0.12,   0.12,   0.12,  0.00,   1
Llanowar Sentinel (WL),          0.07,  0.00,   0.07,   0.07,   0.07,  0.00,   1
Llanowar Vanguard,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Llanowar Wastes (10th),          1.80,  1.13,   2.07,   4.93,   0.25,  0.05,  23
Llanowar Wastes (9th),           2.52,  2.01,   2.52,   4.93,   0.30,  1.61,   5
Llanowar Wastes (AP),            2.20,  4.08,   3.35,  16.00,   0.99,  0.00,  12
Llawan, Cephalid Empress,        0.63,  0.45,   0.63,   1.06,   0.01,  0.00,   3
Loafing Giant,                   0.16,  0.09,   0.16,   0.25,   0.07,  0.00,   2
Loam Dweller,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Loamdragger Giant,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Loaming Shaman,                  0.51,  0.27,   0.51,   0.99,   0.25, -0.04,   5
Lobotomy (IN),                   0.36,  0.27,   0.36,   0.99,   0.12, -0.00,   7
Lobotomy (TE),                   0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Loch Korrigan,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Locket of Yesterdays,            0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Lockjaw Snapper,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Locust Miser,                    0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Locust Swarm,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lodestone Bauble,                0.58,  0.31,   0.58,   1.00,   0.25,  0.00,   3
Lodestone Myr,                   0.31,  0.10,   0.31,   0.49,   0.25,  0.00,   4
Logic Knot,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lone Wolf (7th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lone Wolf (8th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lone Wolf (P3),                  4.50,  0.00,   4.50,   4.50,   4.50,  0.00,   1
Lone Wolf (UL),                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lonely Sandbar,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Long-Forgotten Gohei,            0.44,  0.32,   0.44,   0.99,   0.25, -0.12,   4
Long-Term Plans,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Longbow Archer (6th),            1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Longbow Archer (7th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Longbow Archer (VI),             0.21,  0.06,   0.21,   0.25,   0.12, -0.00,   3
Longhorn Firebeast,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Looming Hoverguard,              0.27,  0.03,   0.27,   0.31,   0.25,  0.00,   3
Looming Shade (10th),            0.27,  0.00,   0.27,   0.27,   0.27,  0.00,   1
Looming Shade (7th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Looming Shade (8th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Looming Shade (9th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Looming Shade (M10),             0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Looter il-Kor,                   0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lord Magnus,                     0.98,  0.00,   0.98,   0.98,   0.98,  0.00,   2
Lord of Atlantis (4th),          3.22,  1.30,   2.70,   3.93,   0.06,  0.46,   6
Lord of Atlantis (5th),          3.92,  0.00,   3.92,   3.92,   3.92,  0.00,   1
Lord of Atlantis (6th),          3.93,  0.00,   3.93,   3.93,   3.92, -0.00,   2
Lord of Atlantis (7th),          2.31,  0.80,   2.85,   3.92,   2.00,  0.00,   3
Lord of Atlantis (A),           33.93,  0.00,  33.93,  33.93,  33.93,  0.00,   1
Lord of Atlantis (B),           27.75,  6.25,  27.75,  34.00,  21.50,  0.00,   2
Lord of Atlantis (DCI),          3.88,  0.00,   3.88,   3.88,   3.88,  0.00,   1
Lord of Atlantis (RV),           1.48,  1.30,   1.83,   3.93,   0.14,  0.00,  14
Lord of Atlantis (TSB),          2.00,  7.28,   4.00,  29.99,   0.45, -0.02,  28
Lord of Atlantis (U),            2.12,  1.13,   2.12,   3.25,   0.99,  0.00,   2
Lord of Extinction,              3.03,  1.36,   3.17,   5.93,   0.35,  0.02,  40
Lord of Tresserhorn (AL),        0.47,  0.29,   0.47,   0.88,   0.01,  0.00,   6
Lord of the Pit (10th),          0.49,  0.48,   0.49,   1.45,   0.01,  0.22,  11
Lord of the Pit (4th),           1.02,  0.44,   1.02,   1.45,   0.25,  0.28,   5
Lord of the Pit (5th),           1.92,  0.01,   1.92,   1.93,   1.92,  0.00,   2
Lord of the Pit (A),            42.00,  0.00,  42.00,  42.00,  42.00, -0.35,   1
Lord of the Pit (B),            20.32,  2.22,  20.32,  22.54,  18.10,  0.00,   2
Lord of the Pit (RV),            1.27,  0.57,   1.27,   1.93,   0.49,  0.44,   5
Lord of the Pit (U),             0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lord of the Undead (10th),       2.66,  1.54,   3.31,   5.93,   1.55,  0.29,  10
Lord of the Undead (8th),        4.47,  2.06,   4.47,   5.93,   1.56,  2.91,   3
Lord of the Undead (9th),        5.93,  2.33,   4.28,   5.93,   0.99,  5.59,   3
Lord of the Undead (PS),         4.78,  1.64,   4.02,   5.45,   0.99,  0.00,   5
Lore Broker,                     0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Lorescale Coatl,                 0.38,  0.07,   0.38,   0.50,   0.31,  0.00,  14
Lorthos, the Tidemaker,          0.34,  0.28,   0.37,   2.12,   0.01, -0.01, 323
Lose Hope,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lost Auramancers,                0.07,  0.00,   0.07,   0.07,   0.07,  0.00,   1
Lost Hours,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lost Order of Jarkeld,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lost Soul (4th),                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lost Soul (5th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lost Soul (6th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lost Soul (LE),                  0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lost in Thought,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lotus Bloom,                     3.28,  1.33,   3.61,   6.93,   0.99, -0.02,  33
Lotus Blossom,                   0.91,  0.85,   1.28,   2.93,   0.35,  0.06,  11
Lotus Cobra,                    11.46,  3.02,  11.70,  24.00,   0.25, -0.15, 517
Lotus Guardian,                  0.33,  0.12,   0.33,   0.50,   0.25,  0.00,   3
Lotus Petal,                     1.85,  1.49,   2.17,   7.01,   0.31,  0.03,  61
Lotus Vale,                      3.20,  2.30,   3.83,   8.93,   1.04,  0.21,  18
Lovisa Coldeyes,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lowland Basilisk,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lowland Giant,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lowland Oaf,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lowland Tracker,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Loxodon Anchorite,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Loxodon Gatekeeper,              0.62,  0.37,   0.62,   0.99,   0.25,  0.07,   4
Loxodon Hierarch,                2.22,  1.25,   2.36,   5.99,   0.31, -0.00,  39
Loxodon Mender,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Loxodon Mystic (10th),           0.26,  0.01,   0.26,   0.27,   0.25, -0.00,   3
Loxodon Peacekeeper,             0.21,  0.04,   0.21,   0.25,   0.17,  0.00,   2
Loxodon Punisher,                1.12,  0.63,   1.12,   1.76,   0.49,  0.00,   2
Loxodon Stalwart,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Loxodon Warhammer (10th),        1.05,  0.87,   1.37,   3.45,   0.25,  0.04,  22
Loxodon Warhammer (9th),         0.91,  1.63,   1.79,   4.45,   0.07, -0.00,   4
Loxodon Warhammer (MRD),         1.20,  0.85,   1.46,   3.45,   0.49, -0.00,  28
Loyal Gyrfalcon,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Loyal Retainers,                17.75,  1.75,  17.75,  19.50,  16.00, -1.75,   2
Loyal Sentry (10th),             1.06,  0.56,   1.06,   1.99,   0.25,  0.18,  13
Loyal Sentry (ST1),              0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Lu Bu, Master-at-Arms,           2.29,  0.70,   2.29,   2.99,   1.58, -0.00,   2
Lu Su, Wu Advisor,               4.99,  0.00,   4.99,   4.99,   4.99,  0.00,   1
Lu Xun, Scholar General,         7.99,  0.00,   7.99,   7.99,   7.99,  0.00,   1
Lucent Liminid,                  0.22,  0.03,   0.22,   0.25,   0.20,  0.00,   2
Lull,                            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lullmage Mentor,                 0.29,  0.15,   0.29,   1.25,   0.09, -0.00, 277
Lumbering Satyr,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lumengrid Augur,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lumengrid Sentinel,              0.27,  0.03,   0.27,   0.31,   0.25,  0.00,   3
Lumengrid Warden (10th),         0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Lumengrid Warden (9th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lumengrid Warden (MRD),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Luminarch Ascension,             1.35,  0.96,   1.50,   4.93,   0.16, -0.03, 426
Luminesce (10th),                0.75,  0.00,   0.75,   0.75,   0.75,  0.00,   1
Luminesce (CSP),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Luminescent Rain,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Luminous Angel,                  0.81,  0.31,   0.81,   1.25,   0.37,  0.00,   5
Luminous Guardian,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lumithread Field,                0.22,  0.03,   0.22,   0.25,   0.20,  0.00,   2
Lunar Avenger,                   0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lunge,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lunk Errant,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lure,                            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lure (4th),                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (5th),                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (6th),                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (7th),                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (8th),                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (B),                        0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lure (IA),                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lure (RV),                       0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   2
Lure (U),                        0.66,  0.38,   0.66,   1.10,   0.25,  0.00,   6
Lure of Prey,                    1.44,  0.01,   1.44,   1.45,   1.43,  0.00,   2
Lurebound Scarecrow,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lurker,                          0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lurking Evil,                    0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Lurking Informant,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lurking Jackals,                 0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Lurking Predators,               0.28,  0.11,   0.28,   0.75,   0.04,  0.00,  88
Lurking Skirge,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lush Growth,                     0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Lymph Sliver,                    0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Lynx,                            3.03,  0.00,   3.03,   3.03,   3.03,  0.00,   1
Lys Alana Bowmaster,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lys Alana Huntmaster,            0.42,  0.00,   0.42,   0.42,   0.42,  0.00,   1
Lys Alana Scarblade,             0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lyzolda, the Blood Witch,        0.61,  0.48,   0.61,   1.50,   0.25,  0.00,   6
Ma Chao, Western Warrior,        1.67,  0.00,   1.67,   1.67,   1.67,  0.00,   1
Macabre Waltz,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Macetail Hystrodon,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Machinate,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Mad Auntie,                      0.62,  0.43,   0.62,   1.45,   0.25, -0.02,  19
Mad Dog,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Madblind Mountain,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Maddening Imp,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Maddening Wind,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Madrush Cyclops,                 0.50,  0.32,   0.50,   1.19,   0.25, -0.00,  19
Maelstrom Archangel,             2.18,  1.06,   2.40,   5.93,   1.06,  0.06,  34
Maelstrom Djinn,                 0.44,  0.32,   0.44,   0.99,   0.25, -0.00,   4
Maelstrom Nexus,                 1.00,  0.61,   1.00,   2.00,   0.25, -0.02,  16
Maelstrom Pulse,                16.30,  4.61,  16.68,  22.00,  10.50, -0.04, 120
Maga, Traitor to Mortals,        0.73,  0.40,   0.73,   1.25,   0.25,  0.00,   5
Mage Slayer,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   5
Mage il-Vec,                     0.19,  0.00,   0.19,   0.19,   0.19,  0.00,   1
Mage's Guile,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magebane Armor,                  0.24,  0.10,   0.24,   0.48,   0.01, -0.01,  24
Magefire Wings,                  0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Mages' Contest,                  0.16,  0.09,   0.16,   0.25,   0.07,  0.00,   2
Mageta The Lion,                 1.01,  0.55,   1.01,   1.93,   0.06,  0.01,  11
Mageta's Boon,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magewright's Stone,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Maggot Carrier (8th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Maggot Carrier (PS),             0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Maggot Therapy,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magical Hack (4th),              0.73,  0.34,   0.73,   1.00,   0.25,  0.48,   3
Magical Hack (5th),              3.00,  1.76,   2.27,   4.00,   0.08, -1.00,   4
Magical Hack (A),               13.00,  0.00,  13.00,  13.00,  13.00,  0.00,   1
Magical Hack (B),               16.98,  0.00,  16.98,  16.98,  16.98,  0.00,   1
Magical Hack (RV),               0.73,  0.34,   0.73,   1.00,   0.25,  0.48,   3
Magister Sphinx,                 0.32,  0.31,   0.39,   1.45,   0.25, -0.02,  31
Magistrate's Scepter,            2.17,  0.86,   2.39,   3.45,   0.99, -0.00,   6
Magistrate's Veto,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magma Burst,                     0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Magma Giant (5DN),               0.62,  0.37,   0.62,   0.99,   0.25,  0.00,   2
Magma Giant (P2),                0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Magma Jet,                       1.03,  0.66,   1.18,   2.50,   0.20,  0.00,  10
Magma Mine,                      0.49,  0.00,   0.49,   0.49,   0.49, -0.26,   2
Magma Phoenix,                   0.28,  0.13,   0.28,   1.00,   0.12,  0.01,  96
Magma Rift,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magma Sliver,                    1.64,  1.58,   2.73,   4.93,   1.06,  0.00,   6
Magma Spray,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Magma Vein,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magmasaur,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magmatic Core,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnetic Flux,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnetic Mountain (4th),         0.23,  0.00,   0.23,   0.23,   0.23,  0.00,   1
Magnetic Mountain (AN),          2.47,  0.00,   2.47,   2.47,   2.47,  0.00,   1
Magnetic Mountain (RV),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnetic Theft,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnetic Web,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnify,                         0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Magnigoth Treefolk,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Magnivore (9th),                 0.40,  0.34,   0.40,   1.00,   0.01,  0.19,   8
