Card                            Price StdDev Average  High    Low   Change Raw N
----                            ----- ------ ------- ------- ------ ------ -----
Brand,                           1.92,  0.01,   1.92,   1.93,   1.92,  0.00,   2
Brand of Ill Omen,               0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Branded Brawlers,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brass Gnat,                      0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Brass Herald (8th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brass Herald (AP),               0.30,  0.00,   0.30,   0.30,   0.30,  0.00,   1
Brass Man (4th),                 0.25,  0.00,   0.25,   0.25,   0.25, -0.49,   1
Brass Man (AN),                  3.50,  0.00,   3.50,   3.50,   3.50,  0.00,   1
Brass Man (RV),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brass Secretary,                 0.17,  0.00,   0.17,   0.17,   0.17, -0.04,   1
Brass-Talon Chimera,             0.05,  0.00,   0.05,   0.05,   0.05,  0.00,   1
Brassclaw Orcs (5th),            0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Brassclaw Orcs (FE),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   4
Bravado,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brave the Elements,              0.36,  0.18,   0.36,   0.75,   0.17,  0.02,  17
Brawl,                           0.13,  0.12,   0.13,   0.25,   0.01,  0.00,   2
Brawn,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breach,                          0.05,  0.00,   0.05,   0.05,   0.05,  0.00,   1
Break Asunder,                   0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Break Open,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breaking Point,                  0.87,  1.35,   1.63,   3.93,   0.49,  0.00,   8
Breaking Wave,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breakthrough,                    1.38,  0.37,   1.38,   2.00,   0.99, -0.00,  11
Breath of Darigaaz,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breath of Dreams,                8.00,  0.00,   8.00,   8.00,   8.00,  3.88,   1
Breath of Fury,                  0.28,  0.04,   0.28,   0.33,   0.25, -0.00,   3
Breath of Life (7th),            1.11,  0.00,   1.11,   1.11,   1.11,  0.00,   1
Breath of Life (PT),             0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Breath of Life (ST1),            0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Breath of Life (ST2),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breath of Malfegor,              0.20,  0.05,   0.20,   0.25,   0.15,  0.00,   2
Breathstealer,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breathstealer's Crypt,           1.10,  0.12,   1.10,   1.25,   0.99,  0.00,   4
Breeding Pit (5th),              0.22,  0.07,   0.22,   0.25,   0.08, -0.00,   5
Breeding Pit (FE),               0.36,  0.21,   0.36,   0.99,   0.12, -0.00,  13
Breeding Pit (MED),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Breeding Pool,                   8.86,  1.91,   9.03,  13.45,   2.59,  0.00,  30
Breezekeeper,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Briar Patch,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Briar Shield,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Briarberry Cohort,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Briarhorn,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Briarknit Kami,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bribery (8th),                   3.78,  1.76,   3.08,   4.93,   0.42,  2.27,   9
Bribery (MM),                    1.70,  1.08,   1.91,   4.00,   0.99, -0.00,  11
Bridge from Below,               5.01,  4.60,   6.13,  22.99,   2.17, -0.00,  16
Brightflame,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Brighthearth Banneret,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Brightstone Ritual,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   4
Brigid, Hero of Kinsbaile,       0.21,  0.11,   0.21,   0.31,   0.01,  0.03,   5
Brilliant Halo,                  0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Brilliant Plan,                  0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Brilliant Ultimatum,             0.31,  0.18,   0.31,   0.99,   0.22, -0.00,  17
Brimstone Dragon,                8.84,  2.45,   8.48,  11.55,   4.35, -0.00,   5
Brine Elemental,                 0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Brine Hag,                       0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   2
Brine Seer,                      0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Brine Shaman,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bringer of the Black Dawn,       0.40,  0.63,   0.68,   1.93,   0.14,  0.00,  11
Bringer of the Blue Dawn,        0.82,  1.01,   1.12,   3.18,   0.01,  0.00,   8
Bringer of the Green Dawn,       0.75,  0.69,   0.99,   2.25,   0.01, -0.00,  12
Bringer of the Red Dawn,         0.73,  0.50,   0.90,   1.93,   0.49, -0.00,   7
Bringer of the White Dawn,       1.10,  0.52,   1.10,   1.93,   0.33,  0.07,   5
Brink of Madness,                0.13,  0.12,   0.13,   0.25,   0.01,  0.00,   2
Brion Stoutarm,                  0.46,  0.22,   0.46,   1.00,   0.25, -0.02,  21
Broken Ambitions,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Broken Dam,                      0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Broken Fall,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Broken Visage (5th),             0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Broken Visage (HL),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brontotherium,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bronze Bombshell,                0.53,  0.35,   0.53,   1.00,   0.25, -0.00,   8
Bronze Calendar,                 0.51,  0.00,   0.51,   0.51,   0.51,  0.00,   1
Bronze Horse (CH),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bronze Horse (LE),               1.50,  0.00,   1.50,   1.50,   1.50,  0.00,   1
Bronze Tablet (4th),             0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Bronze Tablet (AQ),              0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Brood Sliver,                    1.97,  1.48,   2.63,   4.93,   0.99,  0.00,   9
Brood of Cockroaches,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Broodhatch Nantuko,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brooding Saurian,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Broodmate Dragon,                4.03,  1.22,   3.98,   6.93,   0.56, -0.07,  79
Broodstar,                       0.72,  0.47,   0.72,   1.45,   0.01,  0.00,  13
Brothers Yamazaki,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brothers of Fire (4th),          0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Brothers of Fire (5th),          0.99,  0.00,   0.99,   0.99,   0.99,  0.37,   1
Brothers of Fire (DK),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Browbeat (JUD),                  2.52,  0.95,   2.36,   3.45,   0.42,  0.00,   7
Browbeat (TSB),                  1.83,  0.99,   1.87,   3.45,   0.49,  0.03,  19
Brown Ouphe (IA),                0.20,  0.00,   0.20,   0.20,   0.20,  0.00,   1
Brown Ouphe (MRD),               0.31,  0.00,   0.31,   0.31,   0.31,  0.04,   1
Browse (6th),                    0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Browse (AL),                     0.12,  0.00,   0.12,   0.12,   0.12,  0.00,   1
Brush With Death,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brushland (10th),                1.41,  0.89,   1.51,   3.93,   0.15,  0.10,  39
Brushland (5th),                 0.36,  1.74,   1.12,   4.93,   0.01,  0.13,  12
Brushland (6th),                 4.28,  1.47,   3.57,   4.93,   1.43,  2.07,   4
Brushland (7th),                 4.93,  0.00,   4.93,   4.93,   4.92,  4.91,   2
Brushland (9th),                 2.02,  2.08,   2.02,   4.93,   0.10,  1.46,   6
Brushland (IA),                  1.21,  1.38,   1.66,   3.93,   0.01, -0.00,  12
Brushwagg,                       0.16,  0.09,   0.16,   0.25,   0.08,  0.00,   2
Brutal Deceiver,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brutal Suppression,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Brute Force,                     0.06,  0.02,   0.06,   0.08,   0.05,  0.00,   2
Bubble Matrix,                   0.48,  0.89,   1.04,   2.45,   0.33, -0.00,   7
Bubbling Beebles,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Bubbling Muck,                   0.23,  0.00,   0.23,   0.23,   0.23,  0.00,   1
Budoka Gardener,                 0.25,  0.20,   0.25,   0.49,   0.01, -0.12,   3
Budoka Pupil,                    0.74,  0.35,   0.74,   0.99,   0.25,  0.00,   3
Builder's Bane,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bull Aurochs,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bull Cerodon,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Bull Elephant,                   0.05,  0.00,   0.05,   0.05,   0.05,  0.00,   1
Bull Hippo (7th),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bullwhip,                        1.66,  0.00,   1.66,   1.66,   1.66,  0.00,   1
Bulwark,                         0.37,  0.35,   0.37,   0.85,   0.01,  0.00,   3
Buoyancy,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burden of Greed,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bureaucracy,                     0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Burgeoning,                      3.03,  1.50,   2.94,   5.00,   0.50, -0.00,   6
Buried Alive (OD),               1.97,  1.13,   1.97,   3.93,   0.25,  0.42,  13
Buried Alive (WL),               1.36,  1.19,   1.70,   4.45,   0.50,  0.01,  18
Burn Trail,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burning Fields,                  0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Burning Inquiry,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burning Palm Efreet,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burning Sands,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burning Shield Askari,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burning Wish,                    4.05,  2.47,   4.50,  10.93,   0.99,  0.04,  24
Burning of Xinye,               23.16,  0.24,  23.16,  23.50,  22.99, -0.00,   3
Burning-Eye Zubera,              0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Burning-Tree Bloodscale,         1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Burning-Tree Shaman,             0.72,  0.34,   0.72,   1.25,   0.25, -0.02,  20
Burnout,                         0.24,  0.00,   0.24,   0.24,   0.24,  0.00,   1
Burnt Offering,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Burr Grafter,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burrenton Bombardier,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Burrenton Forge-Tender,          0.54,  0.30,   0.54,   1.00,   0.25, -0.00,   7
Burrenton Shield-Bearers,        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burrowing (6th),                 0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Burrowing (A),                   0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Burrowing (B),                   0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Burrowing (RV),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burrowing (U),                   0.50,  0.35,   0.50,   1.00,   0.25,  0.00,   3
Burst Lightning,                 0.40,  0.30,   0.40,   0.99,   0.25, -0.10,   5
Burst of Energy,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Burst of Speed,                  0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Bushi Tenderfoot,                0.15,  0.00,   0.15,   0.15,   0.15,  0.00,   1
Butcher Orgg,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Archon,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Coffers,                   3.95,  1.94,   4.18,   7.93,   0.50, -0.03,  24
Cabal Conditioning,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Executioner,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Inquisitor,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Interrogator,              0.36,  0.00,   0.36,   0.36,   0.36,  0.00,   1
Cabal Patriarch,                 0.73,  0.34,   0.73,   1.00,   0.25, -0.00,   3
Cabal Pit,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Ritual,                    0.48,  0.21,   0.48,   0.88,   0.18,  0.01,  11
Cabal Shrine,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Slaver,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Surgeon,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Therapy,                   3.49,  1.47,   3.69,   6.92,   1.04,  0.07,  21
Cabal Torturer,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cabal Trainee,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cache Raiders,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Cackling Fiend,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cackling Flames,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cackling Imp,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cackling Witch,                  0.40,  0.14,   0.40,   0.54,   0.25, -0.00,   2
Cadaverous Bloom,                1.96,  0.92,   1.55,   2.45,   0.33, -0.00,   4
Cadaverous Knight,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cage of Hands,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cagemail,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Cairn Wanderer,                  0.41,  0.25,   0.41,   1.00,   0.25,  0.00,   7
Calciderm,                       0.25,  0.00,   0.25,   0.25,   0.25, -0.25,   1
Calciform Pools,                 0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Caldera Hellion,                 0.34,  0.19,   0.34,   1.00,   0.09, -0.01,  42
Caldera Kavu,                    0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Caldera Lake,                    0.62,  0.37,   0.62,   0.99,   0.25,  0.00,   4
Call for Blood,                  0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Call of the Herd (OD),           3.49,  1.88,   2.82,   4.72,   0.81, -0.00,   4
Call of the Herd (TSB),          0.81,  0.78,   1.09,   3.00,   0.10, -0.03,  24
Call of the Wild (6th),          0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Call of the Wild (8th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Call of the Wild (WL),           0.30,  0.04,   0.30,   0.34,   0.25, -0.00,   2
Call the Skybreaker,             0.25,  0.00,   0.25,   0.26,   0.25,  0.00,   3
Call to Arms,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Call to Heel,                    0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Call to the Grave,               1.39,  1.61,   2.40,   4.93,   0.99, -0.00,   7
Call to the Netherworld,         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Caller of Gales,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Caller of the Claw,              1.13,  0.66,   1.13,   1.72,   0.31,  0.15,   5
Caller of the Hunt,              1.70,  0.02,   1.70,   1.72,   1.68,  0.00,   2
Callous Deceiver,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Callous Giant,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Callous Oppressor,               0.41,  0.12,   0.41,   0.50,   0.25,  0.00,   3
Callow Jushi,                    0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Calming Licid,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Calming Verse,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Caltrops,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Caltrops (UD),                   0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Camel,                           1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Camouflage (A),                  1.99,  1.00,   1.99,   2.99,   0.99,  0.00,   2
Camouflage (B),                  1.60,  0.44,   1.60,   2.00,   0.99,  0.00,   3
Camouflage (U),                  0.99,  0.00,   0.99,   1.00,   0.99,  0.00,   3
Cancel (10th),                   0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   5
Cancel (ALA),                    0.24,  0.01,   0.24,   0.25,   0.21,  0.00,   6
Cancel (M10),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Cancel (TSP),                    0.07,  0.00,   0.07,   0.07,   0.07,  0.00,   1
Cancel (ZEN),                    0.25,  0.71,   0.66,   1.88,   0.25,  0.00,   4
Candelabra of Tawnos,           29.57, 11.21,  30.64,  65.00,  13.49,  0.27,  18
Candles of Leng,                 0.27,  0.03,   0.27,   0.33,   0.25,  0.00,   4
Candles' Glow,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canker Abomination,              0.37,  0.20,   0.37,   0.72,   0.25, -0.00,   4
Cankerous Thirst,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Cannibalize,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Claws,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Crawler,                  0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Canopy Dragon,                   1.08,  0.84,   1.49,   2.72,   0.75, -0.02,   8
Canopy Spider (10th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Spider (7th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Spider (8th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Spider (TE),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canopy Surge,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cantivore,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canyon Drake,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canyon Minotaur (CFX),           0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Canyon Minotaur (M10),           0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Canyon Wildcat (8th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Canyon Wildcat (TE),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cao Cao, Lord of Wei,            6.50,  0.00,   6.50,   6.50,   6.50,  0.00,   1
Cao Ren, Wei Commander,          7.50,  0.00,   7.50,   7.50,   7.50,  0.00,   1
Capashen Knight,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Capashen Standard,               0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Capashen Templar,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Capashen Unicorn,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Capricious Efreet,               0.25,  0.09,   0.25,   0.48,   0.01,  0.02,  21
Capricious Sorcerer,             0.49,  0.00,   0.49,   0.49,   0.49, -0.73,   1
Capsize (TE),                    0.19,  0.08,   0.19,   0.25,   0.07, -0.00,   5
Captain Sisay,                   1.46,  0.47,   1.46,   1.93,   0.99, -0.00,   4
Captain of the Watch,            1.60,  0.65,   1.68,   3.95,   0.50, -0.02, 138
Captain's Maneuver,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Captivating Glance,              0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Captive Flame,                   0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Capture of Jingzhou,            27.55,  0.00,  27.55,  27.55,  27.55,  0.00,   1
Captured Sunlight,               0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Carapace,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carapace (HL),                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Caravan Hurda,                   0.25,  0.00,   0.25,   0.25,   0.25, -0.16,   1
Carbonize,                       0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Cardboard Carapace,              0.23,  0.38,   0.23,   0.99,   0.01, -0.00,   5
Careful Consideration,           0.20,  0.13,   0.20,   0.33,   0.02,  0.00,   4
Careful Study,                   0.37,  0.29,   0.37,   1.06,   0.08,  0.00,  11
Caregiver,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Caribou Range (5th),             2.75,  0.00,   2.75,   2.75,   2.75,  0.00,   1
Caribou Range (IA),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carnage Altar,                   0.27,  0.03,   0.27,   0.33,   0.25, -0.00,   5
Carnassid,                       0.62,  0.38,   0.62,   1.00,   0.25,  0.00,   2
Carnival of Souls,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Carnivorous Plant (4th),         0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Carnivorous Plant (DK),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carnophage (EX),                 0.22,  0.06,   0.22,   0.25,   0.08,  0.00,  10
Carom,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carpet of Flowers,               0.62,  0.38,   0.62,   1.00,   0.25,  0.00,   2
Carrier Pigeons,                 0.12,  0.00,   0.12,   0.12,   0.12,  0.00,   1
Carrion,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Ants (4th),              0.37,  0.12,   0.37,   0.49,   0.25,  0.00,   4
Carrion Ants (5th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Ants (LE),               4.00,  0.00,   4.00,   4.00,   4.00,  0.00,   1
Carrion Beetles,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Feeder (SCG),            0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Carrion Howler,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Rats,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Thrash,                  0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Carrion Wall (8th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Wall (NE),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrion Wurm,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carrionette,                     0.48,  0.14,   0.48,   0.69,   0.25,  0.00,   5
Carry Away,                      0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Cartographer,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cartographer (EX),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Carven Caryatid,                 0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Cascade Bluffs,                  2.56,  1.36,   2.87,   5.93,   0.99,  0.00,  22
Castigate,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Casting of Bones,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Castle,                          1.50,  0.50,   1.50,   2.00,   1.00,  0.00,   2
Castle (A),                      2.25,  0.00,   2.25,   2.25,   2.25,  0.00,   1
Castle (B),                      1.25,  0.00,   1.25,   1.25,   1.25,  0.00,   1
Castle (RV),                     0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Castle (U),                      0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Castle Raptors,                  0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Castle Sengir,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cat Burglar,                     0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Cat Warriors (5th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cat Warriors (6th),              0.62,  0.37,   0.62,   0.99,   0.25,  0.00,   2
Cat Warriors (CH),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cat Warriors (LE),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cataclysm,                       3.84,  1.24,   3.28,   4.45,   1.04,  0.68,   5
Catacomb Dragon,                 2.82,  1.94,   2.65,   4.93,   0.01,  0.36,   8
Catalog (8th),                  15.50,  0.00,  15.50,  15.50,  15.50,  0.00,   1
Catalyst Stone,                  0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Catapult Master,                 0.62,  0.37,   0.62,   0.99,   0.25,  0.00,   2
Catapult Squad,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Catastrophe,                     0.66,  0.84,   1.11,   2.45,   0.19, -0.08,   4
Cateran Brute,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cateran Enforcer,                0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Cateran Kidnappers,              0.41,  0.16,   0.41,   0.56,   0.25, -0.00,   2
Cateran Overlord,                0.97,  0.03,   0.97,   1.00,   0.93, -0.00,   2
Cateran Persuader,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cateran Slaver,                  0.73,  0.34,   0.73,   1.00,   0.25, -0.00,   3
Cateran Summons,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Caterwauling Boggart,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cathartic Adept,                 0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Cathedral of Serra,              0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Cathodion (MRD),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cathodion (UZ),                  0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Cauldron Dance,                  0.42,  0.14,   0.42,   0.56,   0.27, -0.00,   2
Cauldron Haze,                   0.41,  0.16,   0.41,   0.56,   0.25, -0.00,   2
Cauldron of Souls,               0.33,  0.14,   0.33,   0.49,   0.15, -0.01,   5
Caustic Rain,                    0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Caustic Tar,                     0.35,  0.00,   0.35,   0.35,   0.35,  0.00,   1
Caustic Wasps,                   0.54,  0.29,   0.54,   0.83,   0.25, -0.00,   2
Cautery Sliver,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cavalry Master,                  0.41,  0.16,   0.41,   0.56,   0.25, -0.00,   2
Cave People (4th),               0.27,  0.00,   0.27,   0.27,   0.27,  0.00,   1
Cave People (5th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Cave People (DK),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
